Designator,Mid X,Mid Y,Rotation,Layer
D1,193.675,-51.59375,0.0,top
D2,199.23125,-51.59375,0.0,top
H18,162.47,-39.55,0.0,top
J10,161.61,-86.5,0.0,top
J11,170.6,-122.23,90.0,top
J12,192.39,-110.19,180.0,top
J5,176.2125,-30.1625,90.0,top
J6,180.80625,-53.51,270.0,top
J7,198.5785,-27.36875,180.0,top
J8,177.00625,-89.69375,0.0,top
J9,161.61,-70.67,0.0,top
SW5,198.5785,-74.326866,180.0,bottom
